xmin,ymin,xmax,ymax,zloc
389,188,474,237,24
692,175,789,241,18
676,173,741,226,23
655,174,754,248,18
417,170,503,208,38
593,178,620,197,55
597,176,627,206,42
260,175,390,230,22
688,164,742,203,35
542,175,573,205,36
498,183,562,222,29
617,174,633,200,46
0,160,163,374,3
203,196,389,305,12
359,186,451,249,21
1140,122,1241,340,8
518,163,739,373,7
377,185,417,205,53
334,187,373,208,52
424,181,463,201,53
947,174,1085,218,27
877,174,1075,237,18
994,172,1104,208,33
134,195,227,224,40
223,183,441,267,14
719,186,809,253,17
323,180,480,232,21
399,180,507,223,26
702,178,771,235,22
473,181,552,214,33
659,168,685,196,63
511,177,550,198,52
716,176,739,196,52
375,187,516,295,12
722,192,973,366,8
704,180,821,271,14
513,183,559,224,27
391,188,507,256,17
375,181,486,218,32
569,177,623,230,23
0,196,227,374,8
474,180,518,210,38
635,172,652,187,70
1208,153,1241,200,19
321,187,501,296,12
596,177,619,199,52
718,189,882,303,10
690,180,798,257,15
559,179,581,197,59
667,179,721,223,26
651,175,701,216,30
706,167,721,207,32
922,147,1241,297,9
846,146,1224,272,11
111,184,369,334,10
528,113,718,222,28
518,164,740,374,7
377,185,417,205,53
0,197,81,233,47
265,117,526,241,22
334,188,374,208,52
424,180,463,200,53
1000,175,1142,219,27
590,161,619,192,73
415,184,450,202,60
623,189,666,232,45
695,204,771,233,39
553,203,579,216,64
0,176,149,374,2
236,188,412,278,14
431,169,481,253,16
466,177,527,210,33
646,169,686,202,35
90,190,332,317,11
739,182,940,313,10
285,191,405,268,16
789,153,809,226,19
710,182,814,254,15
352,178,444,214,40
591,175,651,232,22
686,179,740,221,26
895,152,925,185,47
981,165,1064,197,34
1048,152,1151,201,28
1146,128,1229,202,24
288,182,412,234,23
322,180,434,226,26
367,176,469,217,31
426,181,488,211,42
442,182,508,205,45
475,178,531,200,55
227,151,286,313,8
76,185,334,279,12
163,161,413,265,14
780,176,927,237,18
630,176,681,211,31
296,183,433,235,21
356,176,476,218,26
612,174,649,201,40
551,170,714,327,9
221,174,254,214,33
152,187,254,230,28
303,185,358,211,41
750,145,810,295,8
561,128,601,240,12
627,142,667,239,12
687,147,721,234,13
354,146,401,198,24
719,168,905,308,10
0,203,104,374,5
0,193,263,345,8
684,183,787,251,16
658,174,714,224,25
355,179,492,228,24
393,171,485,221,29
442,181,522,213,34
641,179,674,205,39
594,163,622,194,73
345,187,397,213,44
572,174,612,210,33
0,203,166,375,3
0,191,201,303,11
272,190,433,281,13
245,183,353,238,21
379,180,469,236,21
461,158,520,218,28
478,156,534,212,33
512,173,545,201,48
537,166,560,192,72
0,182,43,269,12
668,181,734,230,22
624,178,651,199,51
0,192,371,375,6
0,191,166,313,9
399,178,489,240,19
251,182,361,238,20
480,180,528,212,32
416,171,472,208,39
521,180,549,204,43
585,177,617,206,40
463,179,499,202,46
464,172,497,199,55
246,186,394,241,21
392,174,487,214,35
476,179,529,200,54
804,177,1056,372,7
360,176,484,260,15
649,184,682,221,33
763,172,890,287,11
659,187,698,218,37
579,174,608,201,41
850,183,1241,374,7
803,177,906,236,19
663,170,764,206,32
556,187,575,202,74
587,180,614,206,54
225,187,405,281,14
747,161,769,201,31
799,164,933,217,23
648,164,677,188,46
346,142,429,303,8
965,181,1241,374,2
652,163,709,218,28
551,178,579,201,52
0,182,318,304,10
188,163,407,261,14
659,178,733,237,22
323,178,475,233,22
650,183,702,221,28
639,178,675,211,37
595,182,618,205,62
56,171,159,214,30
169,174,233,205,37
576,169,634,227,22
756,171,767,198,45
586,178,608,198,53
635,169,692,226,21
465,178,537,224,25
592,175,616,198,50
499,179,553,221,27
757,183,989,334,9
698,175,835,277,13
682,172,765,248,17
636,176,667,203,42
647,176,691,214,32
385,182,451,207,47
296,182,370,208,46
771,159,794,233,18
0,152,320,343,10
405,190,449,213,44
472,187,496,204,65
1189,160,1241,273,10
1142,173,1190,269,11
1182,167,1201,223,23
634,175,660,196,50
632,155,658,185,91
689,175,725,197,48
783,156,891,230,22
799,174,865,201,41
752,173,771,219,27
204,183,297,226,29
672,156,772,265,15
327,188,484,266,16
192,167,378,265,17
577,174,643,225,22
956,170,1144,254,15
756,164,802,204,32
803,146,857,196,42
1058,161,1241,252,15
1191,177,1241,243,14
740,127,793,198,40
29,211,303,271,17
0,193,197,265,18
0,199,45,252,19
0,201,72,259,18
64,179,134,227,31
734,183,868,265,14
1126,158,1241,258,13
710,177,792,238,20
479,178,539,219,30
944,165,1142,226,19
504,177,554,213,35
1037,169,1241,247,15
254,185,357,218,34
590,175,649,233,22
682,177,732,217,27
887,152,916,185,49
968,165,1045,196,35
1029,153,1123,199,30
1117,131,1193,200,25
720,174,904,251,15
938,187,1241,374,4
0,177,181,307,8
0,170,274,275,11
157,166,364,238,16
230,160,384,221,21
298,161,396,205,30
455,169,491,192,54
593,164,620,194,75
759,185,931,260,15
134,193,228,235,29
264,183,340,218,39
22,201,59,240,34
689,169,901,308,9
0,185,230,271,13
473,172,537,226,23
640,171,719,228,22
516,174,557,204,37
620,167,655,202,39
0,193,350,374,4
476,168,550,225,23
699,173,832,285,11
588,167,603,212,29
681,183,763,251,16
518,176,568,211,31
632,173,658,196,48
204,167,415,237,17
415,154,539,254,15
701,166,819,265,14
514,176,576,225,24
535,164,586,212,29
552,166,604,204,35
601,167,648,192,46
37,172,374,279,11
0,206,372,374,5
492,179,530,218,31
615,178,646,203,50
608,183,684,239,20
706,165,966,337,8
588,171,625,207,34
593,176,646,226,24
0,213,137,366,7
954,165,1241,374,6
745,175,939,269,12
731,173,883,245,16
720,168,842,230,20
670,161,779,215,27
659,174,741,207,34
646,174,700,196,52
505,160,546,197,60
387,179,439,210,39
425,183,465,205,46
327,181,369,208,41
30,182,74,213,36
650,131,758,222,28
409,183,446,204,53
48,170,316,274,14
388,176,478,212,32
935,153,989,227,18
861,161,894,216,22
834,163,861,207,27
0,188,142,374,5
0,180,238,332,8
713,191,851,283,13
63,183,351,295,10
168,171,388,274,12
270,175,427,246,17
760,188,918,238,20
699,174,811,218,30
363,154,484,217,26
633,160,676,205,40
426,177,517,208,36
456,171,536,204,41
622,162,651,196,58
597,171,642,215,29
828,159,888,248,15
491,138,566,215,41
776,135,1084,321,9
195,199,414,339,10
403,194,489,252,18
450,179,514,231,24
596,176,626,204,40
593,172,601,202,40
953,161,1066,255,13
703,180,766,210,38
572,180,583,211,38
655,180,688,206,48
592,186,612,204,58
527,182,564,210,41
598,176,626,203,45
426,182,470,210,38
495,180,518,197,62
562,172,585,193,60
592,159,623,188,76
195,190,250,213,51
357,182,393,202,54
276,184,325,208,54
654,167,679,190,67
731,174,781,198,46
819,167,1241,374,4
249,198,455,351,9
474,184,522,231,26
618,176,675,230,26
569,175,770,364,7
1147,176,1241,374,4
718,169,840,225,21
688,173,761,209,32
668,174,734,201,39
530,176,561,197,52
45,193,233,266,16
592,172,616,187,76
353,181,426,216,32
402,173,452,209,38
457,175,500,199,49
515,176,553,194,61
236,178,313,214,31
222,179,304,205,42
563,182,621,230,22
0,196,141,374,7
0,220,439,374,5
323,190,490,317,10
407,190,514,267,15
281,190,416,255,17
524,180,559,206,38
775,204,1241,374,5
705,178,855,292,11
631,183,680,219,29
620,134,679,202,40
701,169,710,207,34
572,179,609,213,34
0,190,112,248,19
64,209,382,364,8
770,169,876,255,15
1058,154,1241,266,12
0,226,166,349,10
1017,156,1137,225,18
985,153,1044,204,27
573,182,604,210,39
733,186,968,324,9
0,180,57,320,7
287,123,484,287,13
415,185,505,244,19
109,183,282,271,14
160,180,270,233,22
271,162,401,239,21
482,115,561,215,37
0,184,193,373,3
1022,150,1085,302,7
153,163,225,367,6
380,163,476,302,9
821,145,860,249,12
587,157,611,235,16
507,159,532,229,18
552,158,572,222,20
710,150,729,220,19
261,179,469,307,10
1116,131,1210,206,18
586,154,624,232,17
857,151,906,194,28
395,156,429,245,14
883,147,913,197,25
166,177,194,242,19
146,181,175,244,18
167,177,204,243,17
272,163,298,243,17
1188,131,1223,174,26
1068,148,1211,185,26
93,195,349,277,15
470,184,524,206,50
67,190,403,374,7
430,194,514,265,18
515,185,574,223,32
1211,99,1241,374,3
248,187,419,296,12
880,136,1071,205,21
1040,142,1136,188,30
1086,145,1195,186,30
434,185,505,231,24
370,187,477,256,19
680,175,735,213,30
614,181,650,210,42
674,173,766,205,34
1067,142,1241,374,4
934,190,1095,374,4
586,179,602,224,25
563,175,583,229,22
736,169,753,216,30
756,170,773,214,30
1061,96,1241,374,4
280,184,428,280,14
143,179,493,374,7
861,139,1039,203,22
1018,144,1106,187,32
1153,132,1241,183,32
439,184,505,228,26
381,184,480,248,20
673,172,726,208,32
609,179,645,206,43
668,173,756,204,36
585,172,625,188,78
407,178,507,248,18
525,180,559,210,39
556,179,577,196,63
404,177,429,195,78
589,176,633,219,29
138,189,397,333,10
326,185,465,275,15
705,174,763,222,29
0,186,366,374,2
1163,196,1241,374,0
754,194,1143,374,6
239,193,474,374,8
388,191,517,287,13
696,184,839,287,12
663,184,751,253,17
511,184,563,227,28
541,174,585,218,33
562,176,601,212,39
631,148,683,205,42
139,194,248,243,24
371,183,419,209,47
478,176,499,205,45
359,184,488,263,15
1029,136,1223,199,18
499,173,546,208,32
687,160,723,194,37
627,165,660,198,40
353,176,387,216,31
910,147,986,171,48
613,130,675,204,39
130,186,204,219,34
195,185,259,212,40
287,180,328,204,51
314,181,349,200,55
370,185,452,239,22
292,185,359,242,23
33,173,304,292,13
0,190,354,374,8
274,184,444,289,13
709,172,772,224,27
386,190,490,254,18
568,178,600,200,49
617,177,636,191,76
289,158,345,331,7
183,175,298,374,5
407,170,432,248,16
648,170,667,233,20
569,179,619,228,25
155,201,328,292,14
438,187,516,240,22
793,169,831,191,67
1198,99,1241,374,2
519,178,546,199,55
592,165,624,200,66
173,194,200,232,35
327,189,387,223,38
713,164,739,216,26
0,187,187,374,4
133,183,394,345,9
717,171,884,273,12
661,113,782,232,20
657,162,710,213,27
650,172,699,211,30
628,173,661,200,41
496,182,529,205,44
603,173,641,199,48
578,177,606,195,60
81,166,203,221,31
197,176,251,211,37
317,182,376,209,43
294,173,352,202,51
344,177,368,197,57
457,177,483,193,67
423,179,453,195,68
626,174,651,195,54
663,171,719,218,28
705,181,792,242,18
668,142,722,196,51
841,178,977,244,18
804,175,872,202,40
681,174,714,196,51
760,158,848,222,25
241,114,473,302,11
398,185,498,249,17
475,111,559,216,36
643,171,684,206,37
669,178,722,217,27
652,147,696,191,62
767,176,845,218,27
801,175,867,202,40
272,156,300,223,19
376,160,395,205,28
125,149,157,235,15
257,153,273,197,31
547,172,584,200,38
960,180,1068,229,23
1033,183,1154,229,23
1097,183,1223,230,24
106,153,145,233,15
300,153,318,200,30
273,158,301,200,30
176,156,201,231,16
132,149,156,227,17
1050,165,1186,369,5
500,166,512,196,43
119,157,141,223,18
77,151,112,225,17
601,171,637,199,37
223,153,234,197,30
1192,180,1205,216,36
554,176,623,238,20
29,204,425,375,7
0,196,114,322,8
353,184,496,276,13
233,180,360,248,18
447,176,527,238,21
382,177,446,220,30
502,175,552,216,31
583,181,603,234,23
600,177,621,233,23
253,171,333,359,7
304,181,342,272,14
0,124,320,373,2
275,178,327,279,13
781,164,835,297,10
1016,158,1108,332,8
333,184,362,250,19
500,179,516,231,25
360,167,470,255,19
429,170,495,234,26
0,201,381,374,6
364,180,475,221,29
0,47,324,356,7
859,208,1241,374,3
985,205,1241,345,8
819,196,1117,288,12
187,187,419,268,15
638,192,668,215,46
462,188,542,217,40
701,191,795,227,32
361,187,499,239,22
274,190,463,258,17
758,190,885,243,22
777,195,919,249,20
627,153,700,373,6
579,165,682,337,7
446,165,512,330,7
346,166,398,302,9
573,159,623,291,10
427,159,468,278,11
458,171,517,305,9
476,158,544,262,13
521,161,574,288,10
405,173,506,246,17
581,175,645,236,20
1072,0,1241,332,1
826,0,1241,291,13
744,89,915,230,25
712,126,791,206,40
708,141,750,196,52
794,188,1241,374,5
386,181,506,284,12
440,184,529,250,17
666,180,760,251,17
643,178,710,231,22
515,178,560,214,32
538,169,576,207,38
556,172,591,203,44
0,199,375,373,3
588,171,639,217,25
526,170,574,210,30
113,188,340,296,11
942,139,998,271,9
101,181,291,374,5
374,169,432,280,12
731,170,920,306,10
683,160,795,256,15
664,161,743,233,20
658,170,712,218,26
631,161,645,195,40
639,163,651,196,41
529,166,556,193,52
0,202,258,374,6
179,189,380,305,11
316,182,440,260,17
391,175,475,233,22
687,173,711,191,55
0,64,344,282,15
658,171,721,214,26
513,174,607,225,23
432,182,481,213,36
524,180,550,200,54
593,157,654,188,88
827,146,921,177,36
540,166,568,189,50
596,165,620,188,55
554,152,622,363,6
802,166,948,223,21
636,167,667,193,43
595,160,623,190,75
749,181,954,286,11
0,186,157,251,23
584,186,617,212,37
532,182,562,205,45
599,169,620,198,59
269,180,327,210,37
666,174,697,196,45
695,171,739,202,35
254,184,525,331,9
0,184,252,338,8
487,182,521,206,45
589,158,649,188,90
583,181,624,214,30
448,177,474,197,58
610,166,632,196,58
474,182,565,247,18
580,176,621,207,34
831,165,846,203,33
244,182,530,373,7
745,156,793,268,10
514,170,526,210,31
597,123,694,234,19
593,173,617,196,54
623,161,655,191,75
119,195,217,233,29
379,171,414,203,63
573,177,618,221,28
189,176,251,201,43
281,176,324,196,57
242,177,292,200,50
597,160,623,217,22
616,157,641,219,21
37,147,167,373,5
182,162,224,275,11
226,157,275,298,9
782,143,841,298,8
1030,125,1161,355,6
357,163,381,230,19
514,158,533,218,22
353,142,482,242,17
439,152,513,221,24
822,198,1241,374,5
290,190,463,292,11
442,173,516,234,19
666,181,750,241,20
496,175,546,215,29
650,183,701,219,29
528,177,561,204,40
824,160,863,224,21
298,185,368,218,35
562,177,613,227,25
536,180,553,195,79
834,170,875,189,54
930,151,1024,193,36
1045,122,1228,195,26
0,197,160,317,11
128,195,281,264,16
249,188,361,237,23
658,176,690,202,39
262,188,339,233,27
508,170,542,199,47
439,161,484,196,62
416,179,465,210,36
336,184,397,217,34
363,174,391,222,28
460,177,466,199,57
967,151,1231,241,15
297,179,357,198,58
517,161,739,371,7
377,185,417,205,52
333,187,373,208,51
424,181,463,202,53
41,199,141,231,37
272,145,326,305,8
584,189,617,216,37
533,185,564,208,45
598,173,619,202,59
340,186,381,210,46
658,171,682,234,20
673,168,697,234,20
488,165,516,233,19
626,168,678,221,23
0,219,115,374,2
325,192,469,280,14
477,174,537,214,29
389,179,482,232,21
437,186,527,246,20
631,180,667,205,48
403,188,478,231,28
448,178,509,222,33
671,178,708,211,37
1059,159,1182,198,27
453,159,506,311,8
678,174,710,195,53
753,159,836,219,27
800,174,866,201,41
224,186,265,238,24
423,182,493,210,39
445,180,506,207,44
511,177,537,199,56
893,166,951,191,43
934,153,1019,190,37
1058,140,1229,203,25
11,195,274,360,8
377,191,419,223,34
251,193,369,276,15
920,161,1241,374,4
763,97,937,234,22
939,177,1029,210,34
781,167,801,221,23
689,167,706,207,35
150,190,266,259,18
335,147,424,220,37
483,172,508,199,75
557,181,575,194,68
267,173,419,305,9
639,168,695,213,28
569,185,644,257,17
283,172,429,261,19
419,190,459,211,48
477,187,500,203,69
628,181,665,197,71
1035,166,1076,255,13
1043,175,1069,247,15
1113,169,1128,218,26
691,122,860,271,14
0,181,334,295,10
206,163,443,255,15
648,146,710,212,31
402,174,488,213,30
421,173,517,212,33
479,157,561,197,53
576,172,633,225,24
6,189,252,289,13
282,185,434,272,14
424,145,516,229,24
536,157,564,190,81
0,185,126,267,15
403,184,468,241,23
34,186,155,231,30
156,173,410,296,13
0,205,137,274,16
238,160,297,308,8
1067,153,1136,304,8
61,94,423,259,23
854,159,903,240,16
421,180,452,198,64
664,173,751,242,20
201,182,401,258,15
239,182,446,250,17
302,185,459,243,20
372,171,503,225,27
369,179,476,229,25
648,181,694,219,31
143,221,314,317,9
13,217,199,374,6
208,199,353,288,10
266,202,379,278,11
0,202,94,363,6
833,235,1151,374,5
338,157,432,373,5
365,167,431,372,6
228,175,299,372,6
151,174,227,326,8
437,160,483,312,9
242,179,300,333,8
360,167,432,312,9
332,179,463,267,14
481,166,508,225,22
656,162,678,219,23
537,170,550,215,28
548,168,562,215,28
592,175,658,239,19
734,107,851,212,32
298,180,315,227,25
652,165,706,196,73
269,191,328,221,37
404,171,438,204,64
0,192,466,373,4
739,163,791,276,10
437,170,456,228,22
401,177,422,230,22
508,173,523,214,31
588,126,689,241,19
122,180,179,244,19
400,180,479,211,35
427,173,494,202,40
950,157,1003,298,8
595,160,622,190,75
749,184,946,282,12
69,185,209,240,26
600,174,630,203,43
644,160,690,191,73
33,199,162,252,22
343,164,392,208,49
404,185,442,207,49
0,153,138,312,8
0,180,228,282,11
132,168,318,245,17
499,176,552,215,32
584,175,611,201,47
97,134,384,225,46
672,165,689,211,29
428,185,522,254,17
173,143,262,335,7
312,184,533,276,13
212,169,458,269,15
0,188,72,225,29
740,153,846,373,6
706,163,770,340,7
539,162,602,327,7
423,164,478,299,9
643,159,698,292,10
509,157,554,274,11
549,170,599,304,9
535,154,603,258,13
582,158,634,285,10
434,170,528,239,18
0,225,222,374,3
903,152,1241,320,8
192,187,438,336,9
405,188,513,264,15
462,182,542,239,20
681,174,749,237,20
851,160,1141,251,12
504,175,553,218,30
698,176,772,223,24
739,169,816,213,28
592,129,655,205,39
0,190,23,233,23
11,186,109,226,29
104,186,182,218,34
166,185,235,212,39
225,180,273,206,45
259,182,300,203,50
208,186,236,213,46
344,180,412,204,49
479,172,531,195,58
431,178,483,197,62
342,114,506,262,17
918,190,993,218,46
559,177,614,233,23
226,180,282,205,44
840,181,862,219,32
0,198,436,374,5
531,179,574,216,32
656,180,709,223,27
560,178,586,201,47
643,176,672,202,47
906,177,1178,327,9
710,141,960,288,12
543,208,844,285,13
522,178,725,257,16
454,186,592,243,20
482,188,607,249,18
617,161,674,208,32
184,195,273,242,22
69,198,136,249,25
36,153,125,242,30
637,180,673,205,47
391,189,472,235,27
439,179,505,226,31
676,178,716,212,35
679,168,713,206,40
0,198,301,369,3
633,154,704,305,8
628,152,710,321,7
989,148,1025,217,18
180,172,227,278,11
181,176,215,281,11
819,158,943,267,11
446,171,481,195,44
973,153,1099,192,28
579,176,616,210,36
0,194,133,328,8
270,186,383,245,19
401,188,512,259,16
376,183,444,223,28
471,184,524,219,32
515,157,554,201,47
0,185,180,259,17
242,185,327,223,27
312,177,378,213,35
0,200,108,374,5
454,181,505,220,28
526,176,594,199,47
55,181,176,238,22
635,173,707,195,51
481,154,571,200,58
675,173,710,194,58
92,173,184,210,32
189,169,258,202,39
257,170,303,195,46
584,170,640,226,23
744,171,754,196,49
570,171,628,227,22
651,174,678,197,46
842,167,882,186,54
869,161,913,188,49
904,148,940,188,44
0,201,303,369,3
991,147,1029,217,18
796,159,946,207,24
440,171,470,196,43
397,168,416,196,49
284,175,348,209,36
102,185,364,324,9
266,168,433,279,13
440,176,495,217,31
639,146,706,212,37
23,194,193,260,20
557,170,584,190,55
564,166,599,194,44
420,174,534,219,25
106,178,295,237,20
328,171,397,204,38
573,172,595,193,59
604,159,635,188,76
414,180,440,196,67
39,177,167,237,28
0,202,335,374,6
803,165,841,249,14
487,179,579,212,35
343,189,434,258,17
618,177,713,207,38
210,158,334,215,47
164,179,296,223,28
169,195,436,357,8
478,170,541,224,24
527,172,564,204,35
559,168,597,191,50
538,174,571,195,52
564,176,677,282,12
952,179,1241,374,6
816,166,843,226,20
945,171,964,214,25
1056,160,1072,218,22
1008,167,1018,205,34
32,189,132,221,33
598,175,626,203,45
630,163,672,194,73
429,176,465,201,59
637,175,670,201,43
689,170,775,237,20
767,186,939,295,11
685,135,756,202,42
972,182,1241,300,11
823,176,894,204,39
970,178,1168,243,18
625,179,674,226,41
706,197,791,229,35
546,191,573,205,59
545,175,569,202,66
743,156,935,290,11
401,177,505,252,17
537,166,601,212,27
1052,209,1129,252,15
1070,176,1173,250,18
998,177,1057,208,36
769,169,789,219,25
687,168,704,206,37
526,167,563,203,41
556,171,576,190,66
0,195,302,374,2
121,191,473,374,7
658,178,739,236,21
774,187,1241,374,5
319,188,484,295,12
287,167,324,293,10
338,171,358,268,13
528,177,567,213,34
639,176,686,213,33
341,175,364,275,13
627,173,654,200,50
694,182,845,246,18
819,192,1241,350,8
0,160,200,303,9
87,174,338,257,14
227,177,397,238,19
671,186,802,241,21
458,179,494,201,57
678,192,787,268,16
502,164,536,197,34
952,156,981,220,21
958,154,982,217,21
1107,155,1223,214,23
521,167,549,190,43
557,168,583,184,69
594,177,637,217,30
792,169,986,280,11
753,172,924,253,15
701,178,839,240,18
684,171,801,228,22
680,175,788,220,25
530,180,550,195,67
643,175,695,194,53
635,171,681,192,68
585,178,617,203,38
532,178,561,201,45
601,164,622,193,59
87,179,196,224,24
356,201,518,306,12
734,19,1196,374,8
660,183,719,229,26
474,189,549,246,21
703,178,835,277,13
1119,122,1241,374,4
0,217,158,354,7
327,180,403,217,30
777,175,964,317,9
722,174,847,259,14
693,175,766,232,20
674,175,734,220,25
657,177,692,206,37
0,173,177,374,6
946,144,1116,229,19
1034,163,1182,221,20
32,186,355,292,11
153,178,373,263,14
345,168,490,226,22
364,175,500,219,24
664,172,751,203,36
225,160,317,290,10
283,165,356,265,13
460,148,560,222,26
0,191,43,273,12
1182,238,1241,374,3
185,187,235,245,17
620,170,663,220,27
949,164,973,231,18
889,165,912,225,20
809,177,852,219,23
386,177,467,205,39
590,162,617,191,76
762,163,1089,361,7
605,163,681,212,22
547,154,622,186,37
671,158,752,193,33
734,157,806,188,36
799,158,853,184,39
837,152,899,182,42
882,122,1241,374,3
359,190,513,301,12
663,187,728,241,21
540,184,574,214,39
643,186,684,220,34
1044,160,1241,374,6
70,180,373,275,12
252,163,458,245,17
644,148,702,209,33
413,174,494,210,32
432,173,522,209,35
482,157,562,196,55
588,175,614,201,48
316,180,402,232,25
331,170,394,216,36
470,168,502,199,58
0,209,131,374,3
424,183,523,237,21
701,176,764,227,23
649,170,683,191,62
1046,223,1241,374,1
694,98,912,298,12
35,181,302,289,11
150,174,398,267,14
212,179,431,253,16
331,183,485,237,22
416,182,523,219,31
403,153,534,217,34
650,182,699,220,30
289,172,329,274,12
0,92,110,302,6
979,167,1109,201,32
559,178,587,197,56
512,178,545,198,57
576,176,600,194,62
532,179,560,196,63
945,216,1017,269,13
939,171,1030,252,16
838,177,888,207,36
220,194,385,287,12
0,198,86,310,9
55,195,242,274,15
212,188,337,242,21
657,176,689,203,38
622,171,656,197,46
806,147,874,322,7
589,128,626,252,11
636,143,679,249,11
709,148,746,241,12
315,144,365,199,23
729,172,975,335,8
0,200,345,374,3
652,177,703,219,25
695,158,738,191,59
309,174,438,290,11
640,169,693,212,29
0,183,135,235,25
244,174,335,212,35
188,182,278,212,41
413,173,493,200,48
875,170,939,193,50
639,175,673,202,42
694,170,786,241,19
781,186,978,308,10
688,134,761,203,41
1002,183,1241,316,10
828,176,900,204,39
568,176,625,231,22
645,177,669,198,51
824,171,860,189,59
846,165,885,191,53
877,155,909,191,49
578,179,638,236,21
877,0,1241,359,6
768,62,1003,252,18
272,188,412,294,15
0,187,289,278,13
492,178,550,195,59
810,175,1021,308,11
529,196,616,270,17
611,191,647,228,33
722,180,766,222,33
0,185,178,347,7
0,186,323,314,9
54,180,354,281,11
916,186,1241,374,3
694,188,793,256,17
219,180,419,260,14
279,175,441,253,16
338,177,463,234,21
740,187,871,229,24
635,161,674,202,44
449,179,530,206,40
473,172,545,202,45
626,164,653,196,62
585,176,602,189,71
0,194,147,327,9
492,177,522,199,54
209,145,290,329,7
918,151,987,369,5
1091,120,1156,369,5
1032,147,1104,369,4
1011,212,1088,258,14
1023,176,1120,251,17
707,168,729,185,60
0,108,216,237,21
587,179,603,192,73
510,179,534,196,65
634,174,761,288,10
611,163,649,276,10
252,173,391,236,19
647,179,690,212,31
1008,164,1241,374,3
778,87,983,242,20
962,178,1056,212,33
845,199,1241,374,2
296,182,622,368,8
584,176,643,224,22
201,185,404,277,13
294,185,451,254,16
491,183,563,229,21
450,177,522,208,33
721,85,1020,329,9
682,175,782,244,17
667,179,739,226,22
660,170,710,213,28
634,176,663,199,46
0,192,197,282,13
139,153,317,251,17
0,185,135,239,19
797,176,871,232,20
874,170,910,203,35
993,161,1042,202,33
590,178,617,204,47
0,138,250,309,12
431,185,471,211,43
593,174,648,226,23
1130,166,1241,374,4
772,174,991,286,11
745,172,912,254,14
732,166,864,235,18
675,159,791,217,25
663,173,748,208,32
648,172,704,195,50
321,175,397,217,31
496,157,541,198,55
376,178,431,211,37
418,182,460,205,44
472,177,506,195,61
313,179,359,207,39
0,179,45,212,34
974,216,1050,266,14
979,174,1073,251,17
889,177,939,208,36
914,195,1241,374,4
268,180,402,234,21
412,168,433,233,19
956,165,1080,252,14
825,168,926,197,37
1089,156,1200,196,34
532,175,603,204,38
233,179,323,212,33
568,175,593,192,64
528,176,558,194,64
562,176,580,192,75
593,161,620,191,75
0,100,412,280,21
352,141,471,215,37
581,183,614,212,37
0,183,234,374,3
97,181,184,219,31
440,178,516,230,22
289,176,333,200,49
323,175,367,197,54
551,176,573,193,64
519,172,555,204,40
585,174,622,211,33
885,163,1241,301,10
0,98,157,374,6
0,182,228,307,8
667,138,771,236,20
203,179,424,250,16
640,150,690,204,37
431,173,503,205,36
449,172,529,204,39
563,184,616,227,23
507,180,550,212,33
242,178,316,219,31
352,181,388,204,48
576,161,603,196,50
449,181,500,222,27
522,176,592,199,46
337,182,422,212,35
30,180,159,240,21
632,173,705,195,50
518,164,740,374,7
377,185,417,205,53
193,184,273,218,51
714,126,923,216,28
334,188,374,208,52
425,180,463,200,53
0,201,276,363,7
344,171,369,236,21
490,181,729,262,13
140,159,204,298,9
551,170,714,326,9
242,174,271,211,35
462,174,489,191,65
1097,143,1189,317,7
682,163,822,259,15
337,192,443,271,16
422,194,481,237,24
449,180,497,221,31
578,182,611,209,36
590,169,611,198,58
421,178,445,194,68
955,133,1038,337,6
604,160,655,291,10
21,162,106,335,7
368,157,427,316,8
839,130,911,324,7
444,169,508,295,10
383,196,440,281,10
557,168,575,227,22
585,165,603,221,22
523,167,543,222,23
336,180,362,247,21
1076,176,1212,219,29
811,180,1068,322,8
771,170,906,262,14
766,159,852,235,19
794,147,849,194,42
579,175,602,193,51
552,172,573,189,62
680,147,695,204,22
270,136,309,256,11
713,146,778,338,7
609,141,657,265,10
703,140,769,258,11
775,145,811,256,11
480,142,519,265,10
493,150,523,253,11
533,138,567,253,11
574,156,606,250,12
566,142,612,242,12
457,144,483,223,16
529,147,548,219,16
602,142,638,216,17
0,0,267,369,3
363,180,475,261,17
393,142,471,332,7
0,134,143,256,22
354,184,413,215,40
569,180,628,226,23
156,180,392,303,10
400,173,515,221,26
372,188,438,242,17
727,185,871,273,13
0,191,131,292,10
593,178,632,214,32
927,161,1241,374,4
0,197,222,327,9
564,171,642,242,18
777,170,903,249,16
757,170,840,222,23
626,174,668,209,32
746,162,790,205,33
596,177,659,228,21
42,181,325,370,7
364,178,520,245,16
439,174,531,219,25
459,173,550,212,28
490,171,565,200,35
524,157,590,192,48
894,171,1241,374,6
844,180,910,332,7
779,186,945,282,12
733,183,834,246,18
708,167,789,226,23
684,171,699,204,35
127,177,320,255,15
271,175,385,230,20
607,170,643,203,35
0,182,182,295,10
336,172,411,217,25
862,154,1005,209,35
52,173,187,232,20
719,178,774,231,24
21,181,332,306,10
470,180,558,225,25
560,180,610,213,34
594,179,633,207,42
620,178,650,202,51
567,175,611,211,31
487,169,531,199,36
246,197,471,333,10
598,178,620,200,63
0,184,140,315,9
309,189,390,235,27
401,184,443,214,40
447,159,495,204,58
585,180,603,194,68
712,181,862,300,11
466,189,543,257,18
491,183,554,231,23
653,177,719,228,23
